architecture,scheme,checkpoint_role,T,K,injected_beta,base_beta,layer_index,state_layer_name,phase,raw_rms,controlled_rms,zero_drift_rms,raw_to_control_ratio,drift_to_control_ratio,response_over_max_T_response,max_reference_T,free_state_rms,free_state_mean,batch_median_drift_to_control,batch_p95_drift_to_control,batch_max_drift_to_control,source_checkpoint_epoch
conv3,baseline,best_validation,12,8,10,10.0,1,Layer_1,negative,6.626240340204456e-07,4.5797651291993387e-07,4.887727231577278e-07,1.4468515640588964,1.0672440821068436,1.0000000328716823,24,49.787236023742295,-2.872678599447717,1.1896251710599537,1.5378522798017533,1.971670235551963,24
conv3,baseline,best_validation,12,8,10,10.0,2,Layer_2,positive,2.4818859925949787e-06,2.4431403595789452e-06,4.046430164271366e-07,1.015858946811681,0.16562413814688626,1.0000000323089757,24,20.536654183023657,-0.8164205546958917,0.1801947923305581,0.2383783605099386,0.31806691325552555,24
conv3,baseline,best_validation,12,8,10,10.0,2,Layer_2,negative,2.47097121108345e-06,2.4431612908693317e-06,4.046430164271366e-07,1.0113827606544237,0.1656227191955696,1.0000000322952,24,20.536654183023657,-0.8164205546958917,0.1801805125062506,0.23838208856543913,0.318073846518237,24
conv3,baseline,best_validation,12,8,10,10.0,3,Layer_3,positive,4.499440465937152e-05,4.4992515906310015e-05,2.429019837908221e-07,1.0000419792719624,0.0053987197403369954,1.0000000248060794,24,1.4138493289948055,-0.1978361080423668,0.005677258838643118,0.007651215789418186,0.008631244992352538,24
conv3,baseline,best_validation,12,8,10,10.0,3,Layer_3,negative,4.499292762541118e-05,4.4993504689430934e-05,2.429019837908221e-07,0.9999871745038815,0.005398601097368623,1.0000000248034318,24,1.4138493289948055,-0.1978361080423668,0.00567725883864269,0.007651215789419434,0.008631245918298698,24
conv3,baseline,best_validation,12,8,10,10.0,4,Layer_4,positive,0.0020441691126457328,0.002044167250455233,7.91592587432211e-08,1.000000910977563,3.8724453063022344e-05,1.0000000208269704,24,0.3508556614634592,-0.16419469188352812,4.052391883211042e-05,5.948306576957044e-05,6.108397118390982e-05,24
conv3,baseline,best_validation,12,8,10,10.0,4,Layer_4,negative,0.0020441662961333566,0.002044168155251292,7.91592587432211e-08,0.9999990905259282,3.8724435922684625e-05,1.000000020826854,24,0.3508556614634592,-0.16419469188352812,4.052391936437335e-05,5.948306576945432e-05,6.108397895522367e-05,24
conv3,legacy,reconstructed_initialization,12,8,0.001,2.44140625e-07,1,Layer_1,positive,3.1258715593910925e-09,3.1101484437792374e-09,2.8450971368048325e-10,1.0050554228828863,0.09147785670794759,0.9999999998017549,24,6.826719202544491,-0.004508255343779121,0.09070047700132598,0.11450183320490952,0.12249547076254241,0
conv3,legacy,reconstructed_initialization,12,8,0.001,2.44140625e-07,1,Layer_1,negative,3.120762362909488e-09,3.1104959528420428e-09,2.8450971368048325e-10,1.0033005701415765,0.0914676366707786,0.9999999999802998,24,6.826719202544491,-0.004508255343779121,0.09069484923203269,0.11446876492880996,0.12239066805618168,0
conv3,legacy,reconstructed_initialization,12,8,0.001,2.44140625e-07,2,Layer_2,positive,5.8181819637131125e-08,5.817448070574395e-08,6.564482815883647e-10,1.0001261537928339,0.011284127913556935,1.0000000000121243,24,0.4142620918369567,-0.011079912710518421,0.011221084522490793,0.014188958529400424,0.015715391470789427,0
conv3,legacy,reconstructed_initialization,12,8,0.001,2.44140625e-07,2,Layer_2,negative,5.817725808840281e-08,5.8177162952469614e-08,6.564482815883647e-10,1.0000016352796934,0.011283607661045261,1.0000000000180354,24,0.4142620918369567,-0.011079912710518421,0.011221861025907262,0.014187989570616982,0.01570881729481919,0
conv3,legacy,reconstructed_initialization,12,8,0.001,2.44140625e-07,3,Layer_3,positive,1.2250986412665323e-05,1.2250982762312647e-05,5.568270361660925e-09,1.0000002979640692,0.0004545162187959678,1.000000000012448,24,0.37155325014267865,0.026430216439572,0.00045222535002004116,0.0005735009943944745,0.000650671847878138,0
conv3,legacy,reconstructed_initialization,12,8,0.001,2.44140625e-07,3,Layer_3,negative,1.22510081270574e-05,1.2251009242517738e-05,5.568270361660925e-09,0.9999999089495146,0.0004545152363721974,1.000000000012424,24,0.37155325014267865,0.026430216439572,0.00045222509288918495,0.0005734935463371223,0.000650676874771987,0
conv3,legacy,reconstructed_initialization,12,8,0.001,2.44140625e-07,4,Layer_4,positive,0.046013868691348485,0.04601386869204245,1.4738350810693877e-08,0.9999999999849183,3.2030236164955846e-07,1.0000000000120661,24,0.38403381408870724,0.10794394583250176,3.1859151169292856e-07,4.045380827706709e-07,4.587371542758391e-07,0
conv3,legacy,reconstructed_initialization,12,8,0.001,2.44140625e-07,4,Layer_4,negative,0.046013868730496336,0.04601386872979762,1.4738350810693877e-08,1.000000000015185,3.203023613867449e-07,1.0000000000120661,24,0.38403381408870724,0.10794394583250176,3.185915113634065e-07,4.045380813155695e-07,4.5873715596588855e-07,0
conv3,legacy,best_validation,12,8,0.001,2.44140625e-07,1,Layer_1,positive,2.402173237164993e-10,2.4021825272956143e-10,1.4905956296546268e-14,0.9999961326291755,6.205172224496798e-05,1.0000000000002345,24,24.851043594331664,-1.1918087609608385,2.0989830566952544e-05,9.52987190200498e-05,0.0002599565794453981,27
conv3,legacy,best_validation,12,8,0.001,2.44140625e-07,1,Layer_1,negative,2.4021958875899184e-10,2.4021865883143973e-10,1.4905956296546268e-14,1.0000038711711932,6.205161734337093e-05,0.9999999999997842,24,24.851043594331664,-1.1918087609608385,2.098983297421449e-05,9.529872905075479e-05,0.0002599566094475044,27
conv3,legacy,best_validation,12,8,0.001,2.44140625e-07,2,Layer_2,positive,6.468409548129449e-09,6.468410293919903e-09,2.0342326231513033e-14,0.9999998847026672,3.144872589581116e-06,0.9999999999999951,24,4.530963059654974,-0.07911287195966946,8.531300354270751e-07,4.465729957230312e-06,1.5343364379427265e-05,27
conv3,legacy,best_validation,12,8,0.001,2.44140625e-07,2,Layer_2,negative,6.468417954078286e-09,6.468417208222555e-09,2.0342326231513033e-14,1.0000001153073013,3.144869227923977e-06,0.9999999999998946,24,4.530963059654974,-0.07911287195966946,8.531300322917836e-07,4.4657299812880705e-06,1.5343364460721563e-05,27
conv3,legacy,best_validation,12,8,0.001,2.44140625e-07,3,Layer_3,positive,8.633703428589563e-07,8.633703440601242e-07,2.2387866639449758e-13,0.9999999986087454,2.5930780219028106e-07,0.9999999999999519,24,0.4868148400944588,-0.03500706034009531,6.572914977758092e-08,3.764230538633289e-07,1.3868575546316837e-06,27
conv3,legacy,best_validation,12,8,0.001,2.44140625e-07,3,Layer_3,negative,8.633697763658754e-07,8.633697751646484e-07,2.2387866639449758e-13,1.000000001391324,2.5930797305453846e-07,0.999999999999945,24,0.4868148400944588,-0.03500706034009531,6.572914977753522e-08,3.764230538576308e-07,1.3868575546399569e-06,27
conv3,legacy,best_validation,12,8,0.001,2.44140625e-07,4,Layer_4,positive,0.007874015372995428,0.007874015372999324,4.653616904769152e-13,0.9999999999995052,5.910093750549186e-11,0.9999999999999517,24,0.39288266191358695,-0.11732154321747591,1.2651931813727195e-11,7.998460523677717e-11,3.3488965956580716e-10,27
conv3,legacy,best_validation,12,8,0.001,2.44140625e-07,4,Layer_4,negative,0.00787401537149821,0.007874015371494314,4.653616904769152e-13,1.0000000000004947,5.910093751678818e-11,0.9999999999999517,24,0.39288266191358695,-0.11732154321747591,1.2651931813727204e-11,7.998460523677694e-11,3.348896595658077e-10,27
conv2,legacy,reconstructed_initialization,10,6,0.03,0.0001171875,1,Layer_1,positive,9.052579446440935e-07,9.05210813581626e-07,2.442617809074156e-09,1.0000520663935522,0.0026983966302937864,1.0000000004203973,16,1.8994431895686121,-0.001080663425560971,0.0025941228759392343,0.003163837528991552,0.0033173624789491823,0
conv2,legacy,reconstructed_initialization,10,6,0.03,0.0001171875,1,Layer_1,negative,9.050979893304245e-07,9.051381727317841e-07,2.442617809074156e-09,0.999955605229599,0.002698613187091787,1.0000000004213305,16,1.8994431895686121,-0.001080663425560971,0.0025943182565625195,0.003163431972353775,0.0033177914596768856,0
conv2,legacy,reconstructed_initialization,10,6,0.03,0.0001171875,2,Layer_2,positive,6.565510037387903e-05,6.565509063816632e-05,4.900777619737512e-09,1.000000148285725,7.464428991114079e-05,1.0000000003283682,16,0.4082904895438046,0.0038546988412958235,7.242494416864229e-05,8.85770742946237e-05,9.451925172891245e-05,0
conv2,legacy,reconstructed_initialization,10,6,0.03,0.0001171875,2,Layer_2,negative,6.56551452192066e-05,6.565515453150059e-05,4.900777619737512e-09,0.9999998581635507,7.464421726988969e-05,1.0000000003282448,16,0.4082904895438046,0.0038546988412958235,7.242404560911941e-05,8.857699041365353e-05,9.45088502230825e-05,0
conv2,legacy,reconstructed_initialization,10,6,0.03,0.0001171875,3,Layer_3,positive,0.12222667202347297,0.12222667189204355,5.874250490066096e-08,1.0000000010752925,4.806029976218706e-07,1.000000000330609,16,0.19647331824561126,0.021965663414842372,4.628253411584542e-07,5.974590774997586e-07,6.495106978646669e-07,0
conv2,legacy,reconstructed_initialization,10,6,0.03,0.0001171875,3,Layer_3,negative,0.12222667199469299,0.12222667212609302,5.874250490066096e-08,0.999999998924948,4.806029967015732e-07,1.0000000003306093,16,0.19647331824561126,0.021965663414842372,4.628253332576986e-07,5.974590747977322e-07,6.495106441625117e-07,0
conv3,baseline,reconstructed_initialization,16,8,10,10.0,1,Layer_1,positive,4.86923275909377e-07,4.869232671878411e-07,5.307292308730703e-13,1.0000000179115203,1.0899648191761806e-06,0.999999999999997,24,6.826719202548927,-0.00450825523139779,1.0698791817658507e-06,1.3679942051907507e-06,1.4612742406530146e-06,0
conv3,baseline,reconstructed_initialization,16,8,10,10.0,1,Layer_1,negative,4.869959973090294e-07,4.869960061899711e-07,5.307292308730703e-13,0.9999999817638305,1.0898020191690019e-06,0.9999999999999952,24,6.826719202548927,-0.00450825523139779,1.0663457444354408e-06,1.365740505367186e-06,1.4673346839164492e-06,0
conv3,baseline,reconstructed_initialization,16,8,10,10.0,2,Layer_2,positive,2.279193160600279e-06,2.279193157545015e-06,3.0696749344131196e-13,1.0000000013405024,1.346825267639692e-07,0.9999999999999981,24,0.10356552299447595,-0.002769978113434683,1.3332590167046554e-07,1.6938845087180779e-07,1.8833835018960833e-07,0
conv3,baseline,reconstructed_initialization,16,8,10,10.0,2,Layer_2,negative,2.27932010907307e-06,2.2793201121896727e-06,3.0696749344131196e-13,0.9999999986326613,1.346750251531882e-07,0.9999999999999997,24,0.10356552299447595,-0.002769978113434683,1.333625246985916e-07,1.6929230206290357e-07,1.8868207136770268e-07,0
conv3,baseline,reconstructed_initialization,16,8,10,10.0,3,Layer_3,positive,0.0001200620980420771,0.00012006209804166158,6.513663398210741e-13,1.0000000000034608,5.425245355907822e-09,1.0000000000000007,24,0.02322207831485842,0.001651888659846918,5.3743943451094334e-09,6.840036490619041e-09,7.811793901215637e-09,0
conv3,baseline,reconstructed_initialization,16,8,10,10.0,3,Layer_3,negative,0.00012006313916787309,0.00012006313916829868,6.513663398210741e-13,0.9999999999964553,5.425198310932221e-09,1.0000000000000007,24,0.02322207831485842,0.001651888659846918,5.3753214101977705e-09,6.8394456022834964e-09,7.810620946414083e-09,0
conv3,baseline,reconstructed_initialization,16,8,10,10.0,4,Layer_4,positive,0.1127735014607625,0.11277350146076252,4.3228763273837824e-13,0.9999999999999998,3.833237659015002e-12,1.0000000000000004,24,0.006000528560825694,0.001686624286082112,3.792682063878564e-12,4.835064516454494e-12,5.517847584902395e-12,0
conv3,baseline,reconstructed_initialization,16,8,10,10.0,4,Layer_4,negative,0.11277350176931361,0.11277350176931357,4.3228763273837824e-13,1.0000000000000004,3.83323764852717e-12,1.0000000000000007,24,0.006000528560825694,0.001686624286082112,3.792681878909225e-12,4.835064248990612e-12,5.5178474454346065e-12,0
conv3,baseline,best_validation,16,8,10,10.0,1,Layer_1,positive,4.580313242538579e-07,4.579709850740013e-07,2.688835512465602e-09,1.0001317532809353,0.005871191844241238,1.0000000001464486,24,49.787236088376666,-2.87267855215945,0.0061145981691510705,0.008559293600888716,0.012995252997409097,24
conv3,baseline,best_validation,16,8,10,10.0,1,Layer_1,negative,4.579319580593411e-07,4.579764979283668e-07,2.688835512465602e-09,0.999902746387146,0.005871121170253084,1.0000000001373233,24,49.787236088376666,-2.87267855215945,0.006114598442554129,0.008559293541189698,0.012995354744957582,24
conv3,baseline,best_validation,16,8,10,10.0,2,Layer_2,positive,2.4431693758174026e-06,2.443140280985066e-06,2.2870277395195966e-09,1.0000119087850023,0.0009361016873732174,1.000000000139771,24,20.53665425681473,-0.8164204864419387,0.0009960491918764485,0.001375591306917395,0.002177819949884705,24
conv3,baseline,best_validation,16,8,10,10.0,2,Layer_2,negative,2.443134268537969e-06,2.443161212303281e-06,2.2870277395195966e-09,0.9999889717611853,0.000936093667500357,1.0000000001376617,24,20.53665425681473,-0.8164204864419387,0.0009960618725384544,0.0013755913524328691,0.0021778674223662487,24
conv3,baseline,best_validation,16,8,10,10.0,3,Layer_3,positive,4.4992520704445625e-05,4.4992514795265185e-05,1.2899089280273382e-09,1.000000131336967,2.866941165429327e-05,1.0000000001120868,24,1.4138493918241881,-0.1978360659100364,2.9838238461714887e-05,4.137213795117745e-05,5.218180444616185e-05,24
conv3,baseline,best_validation,16,8,10,10.0,3,Layer_3,negative,4.499349770769657e-05,4.499350357847976e-05,1.2899089280273382e-09,0.9999998695193145,2.8668781611492404e-05,1.0000000001120632,24,1.4138493918241881,-0.1978360659100364,2.9838078777225867e-05,4.137214301688036e-05,5.2181810044182936e-05,24
conv3,baseline,best_validation,16,8,10,10.0,4,Layer_4,positive,0.0020441672169585626,0.0020441672080814856,3.8547800729279184e-10,1.0000000043426374,1.8857459691596115e-07,1.00000000009787,24,0.3508556551145632,-0.16419462951025465,1.9330674838725852e-07,2.897541836030634e-07,2.94292884585604e-07,24
conv3,baseline,best_validation,16,8,10,10.0,4,Layer_4,negative,0.0020441681040008083,0.0020441681128777664,3.8547800729279184e-10,0.9999999956574226,1.8857451344846507e-07,1.0000000000978713,24,0.3508556551145632,-0.16419462951025465,1.933067509241337e-07,2.8975418360249617e-07,2.9429292202656537e-07,24
conv3,legacy,reconstructed_initialization,16,8,0.001,2.44140625e-07,1,Layer_1,positive,3.1101511253246283e-09,3.110148444391137e-09,5.307292308730703e-13,1.0000008619953482,0.00017064434073241457,0.9999999999984978,24,6.826719202548927,-0.00450825523139779,0.00016729620793054853,0.00021294612995886584,0.0002290251893882839,0
conv3,legacy,reconstructed_initialization,16,8,0.001,2.44140625e-07,1,Layer_1,negative,3.110493400537529e-09,3.110495952879974e-09,5.307292308730703e-13,0.9999991794419657,0.00017062527613375414,0.9999999999924943,24,6.826719202548927,-0.00450825523139779,0.00016728586631981014,0.00021288456264347805,0.00022882924429465932,0
conv3,legacy,reconstructed_initialization,16,8,0.001,2.44140625e-07,2,Layer_2,positive,5.817448426380605e-08,5.817448070500604e-08,1.2278699737652478e-12,1.00000006117459,2.1106676997970813e-05,0.9999999999994398,24,0.4142620919779038,-0.011079912453738731,2.0882408002704692e-05,2.645605168990712e-05,2.945278072991811e-05,0
conv3,legacy,reconstructed_initialization,16,8,0.001,2.44140625e-07,2,Layer_2,negative,5.817715946764156e-08,5.8177162951430854e-08,1.2278699737652478e-12,0.9999999401175803,2.1105703878862807e-05,1.00000000000018,24,0.4142620919779038,-0.011079912453738731,2.0883853447926388e-05,2.6454244426031106e-05,2.9440459829910076e-05,0
conv3,legacy,reconstructed_initialization,16,8,0.001,2.44140625e-07,3,Layer_3,positive,1.2250982765070672e-05,1.2250982762160342e-05,1.0421861437137186e-11,1.0000000002375589,8.506959514568276e-07,1.000000000000016,24,0.37155325303773473,0.026430218557550688,8.456662877403032e-07,1.0701288001593538e-06,1.220321344303506e-06,0
conv3,legacy,reconstructed_initialization,16,8,0.001,2.44140625e-07,3,Layer_3,negative,1.225100923947182e-05,1.2251009242365703e-05,1.0421861437137186e-11,0.9999999997637841,8.506941127019097e-07,1.0000000000000142,24,0.37155325303773473,0.026430218557550688,8.45665797565489e-07,1.0701148777075705e-06,1.2203307721372498e-06,0
conv3,legacy,reconstructed_initialization,16,8,0.001,2.44140625e-07,4,Layer_4,positive,0.04601386869148541,0.04601386869148797,2.7666408495256207e-11,0.9999999999999444,6.012623863634003e-10,1.0000000000000158,24,0.3840338278928444,0.10794395430925517,5.957704974312907e-10,7.566701461085053e-10,8.625188775286003e-10,0
conv3,legacy,reconstructed_initialization,16,8,0.001,2.44140625e-07,4,Layer_4,negative,0.04601386872924569,0.04601386872924313,2.7666408495256207e-11,1.0000000000000557,6.012623858700542e-10,1.0000000000000158,24,0.3840338278928444,0.10794395430925517,5.95770496791757e-10,7.566701433855771e-10,8.625188807062355e-10,0
conv3,legacy,best_validation,16,8,0.001,2.44140625e-07,1,Layer_1,positive,2.402182526024403e-10,2.4021825272950513e-10,1.670590226647805e-17,0.9999999994710443,6.95446831231827e-08,1.0,24,24.851043594331664,-1.191808760960837,2.1429551722744706e-08,2.0256223975590115e-07,2.3665987447853227e-07,27
conv3,legacy,best_validation,16,8,0.001,2.44140625e-07,1,Layer_1,negative,2.402186589585562e-10,2.402186588314916e-10,1.670590226647805e-17,1.000000000528954,6.95445655543223e-08,1.0,24,24.851043594331664,-1.191808760960837,2.1429553522616073e-08,2.025622549074632e-07,2.366598890022442e-07,27
conv3,legacy,best_validation,16,8,0.001,2.44140625e-07,2,Layer_2,positive,6.468410293818574e-09,6.468410293919934e-09,1.1913200378294545e-17,0.99999999998433,1.8417508842153244e-09,1.0,24,4.530963059654975,-0.07911287195966787,8.332396966180386e-10,4.255259142419759e-09,6.796891744415048e-09,27
conv3,legacy,best_validation,16,8,0.001,2.44140625e-07,2,Layer_2,negative,6.468417208324597e-09,6.468417208223237e-09,1.1913200378294545e-17,1.00000000001567,1.8417489155073992e-09,1.0,24,4.530963059654975,-0.07911287195966787,8.33239696932218e-10,4.255259107189232e-09,6.796891780421583e-09,27
conv3,legacy,best_validation,16,8,0.001,2.44140625e-07,3,Layer_3,positive,8.633703440600716e-07,8.633703440601657e-07,2.6238771865234205e-17,0.9999999999998911,3.03910969907089e-11,1.0,24,0.48681484009448006,-0.035007060340082836,1.512110156133116e-11,4.099528480981475e-11,1.5368423304723606e-10,27
conv3,legacy,best_validation,16,8,0.001,2.44140625e-07,3,Layer_3,negative,8.633697751647897e-07,8.633697751646958e-07,2.6238771865234205e-17,1.0000000000001088,3.0391117016146316e-11,1.0,24,0.48681484009448006,-0.035007060340082836,1.5121101561845064e-11,4.0995284809245933e-11,1.536842330481653e-10,27
conv3,legacy,best_validation,16,8,0.001,2.44140625e-07,4,Layer_4,positive,0.007874015372999702,0.007874015372999704,4.390957491078732e-17,0.9999999999999998,5.5765162792740926e-15,1.0,24,0.39288266191368637,-0.11732154321739749,1.41759264601515e-15,8.133243308775338e-15,3.126009714697588e-14,27
conv3,legacy,best_validation,16,8,0.001,2.44140625e-07,4,Layer_4,negative,0.007874015371494696,0.007874015371494696,4.390957491078732e-17,1.0,5.576516280339966e-15,1.0000000000000002,24,0.39288266191368637,-0.11732154321739749,1.4175926460151553e-15,8.133243308775318e-15,3.126009714697589e-14,27
conv2,legacy,reconstructed_initialization,12,6,0.03,0.0001171875,1,Layer_1,positive,9.052118121695544e-07,9.052108132099826e-07,8.20710593172397e-11,1.0000011035656635,9.066513360153775e-05,1.0000000000098372,16,1.899443189678196,-0.0010806630039021418,8.716132535717187e-05,0.0001086161216553559,0.00011353971329666603,0
conv2,legacy,reconstructed_initialization,12,6,0.03,0.0001171875,1,Layer_1,negative,9.051371927343974e-07,9.051381723589048e-07,8.20710593172397e-11,0.9999989177072216,9.067240983037111e-05,1.000000000009372,16,1.899443189678196,-0.0010806630039021418,8.716666975610809e-05,0.00010861180165577424,0.00011355439554862694,0
conv2,legacy,reconstructed_initialization,12,6,0.03,0.0001171875,2,Layer_2,positive,6.56550908128282e-05,6.565509061711842e-05,1.661104729578089e-10,1.0000000029808775,2.530047120436058e-06,1.0000000000077853,16,0.4082904914796686,0.0038546997719174306,2.455893090871278e-06,3.062874047729339e-06,3.251312371008044e-06,0
conv2,legacy,reconstructed_initialization,12,6,0.03,0.0001171875,2,Layer_2,negative,6.565515431707242e-05,6.565515451045895e-05,1.661104729578089e-10,0.9999999970545111,2.53004465828113e-06,1.0000000000077576,16,0.4082904914796686,0.0038546997719174306,2.4559091974834884e-06,3.0627722390705616e-06,3.2509545757024008e-06,0
conv2,legacy,reconstructed_initialization,12,6,0.03,0.0001171875,3,Layer_3,positive,0.12222667185665345,0.12222667185260448,2.082027187698456e-09,1.0000000000331268,1.703414775303064e-08,1.0000000000079377,16,0.1964733713357087,0.021965683608336953,1.6416615217857874e-08,2.0930059669825375e-08,2.2859481311664427e-08,0
conv2,legacy,reconstructed_initialization,12,6,0.03,0.0001171875,3,Layer_3,negative,0.12222667208260504,0.12222667208665394,2.082027187698456e-09,0.9999999999668738,1.7034147720412284e-08,1.0000000000079379,16,0.1964733713357087,0.021965683608336953,1.6416615126355786e-08,2.093005957452736e-08,2.285947942162104e-08,0
conv3,baseline,reconstructed_initialization,24,8,10,10.0,1,Layer_1,positive,4.869232671878637e-07,4.869232671878425e-07,3.549662550950593e-17,1.0000000000000435,7.28998343301846e-11,1.0,24,6.826719202548934,-0.004508255231187308,6.871340875353567e-11,9.667657583228471e-11,1.3114975447999627e-10,0
conv3,baseline,reconstructed_initialization,24,8,10,10.0,1,Layer_1,negative,4.869960061899502e-07,4.869960061899735e-07,3.549662550950593e-17,0.9999999999999521,7.288894581952478e-11,1.0,24,6.826719202548934,-0.004508255231187308,6.865688763855745e-11,9.665961871473734e-11,1.309398067785137e-10,0
conv3,baseline,reconstructed_initialization,24,8,10,10.0,2,Layer_2,positive,2.279193157545022e-06,2.2791931575450193e-06,4.384395491828194e-18,1.000000000000001,1.9236612207763667e-12,1.0,24,0.10356552299453968,-0.002769978113313873,1.8988165518831698e-12,2.2295675059330837e-12,2.4661678936473044e-12,0
conv3,baseline,reconstructed_initialization,24,8,10,10.0,2,Layer_2,negative,2.279320112189671e-06,2.2793201121896736e-06,4.384395491828194e-18,0.9999999999999989,1.9235540757880815e-12,1.0,24,0.10356552299453968,-0.002769978113313873,1.9010617601793583e-12,2.2301403035289765e-12,2.4706686983582053e-12,0
conv3,baseline,reconstructed_initialization,24,8,10,10.0,3,Layer_3,positive,0.00012006209804166152,0.00012006209804166152,3.5010086436899706e-18,1.0,2.9159982215829026e-14,1.0,24,0.02322207831518813,0.0016518886600963751,2.8604523313293343e-14,3.532744539779326e-14,4.0764156697406485e-14,0
conv3,baseline,reconstructed_initialization,24,8,10,10.0,3,Layer_3,negative,0.00012006313916829861,0.00012006313916829861,3.5010086436899706e-18,1.0,2.915972935525556e-14,1.0,24,0.02322207831518813,0.0016518886600963751,2.860962711253431e-14,3.5324356853815175e-14,4.0758035886497476e-14,0
conv3,baseline,reconstructed_initialization,24,8,10,10.0,4,Layer_4,positive,0.11277350146076247,0.11277350146076247,1.988240313440351e-18,1.0,1.7630385575392674e-17,1.0,24,0.006000528561229621,0.0016866242863316748,1.737957291118355e-17,2.2909964423655544e-17,2.4178247752706643e-17,0
conv3,baseline,reconstructed_initialization,24,8,10,10.0,4,Layer_4,negative,0.1127735017693135,0.1127735017693135,1.988240313440351e-18,1.0,1.7630385527155512e-17,1.0,24,0.006000528561229621,0.0016866242863316748,1.7379572071489796e-17,2.2909963120541102e-17,2.417824714158306e-17,0
conv3,baseline,best_validation,24,8,10,10.0,1,Layer_1,positive,4.579709868390481e-07,4.579709850069321e-07,1.1225651929226694e-13,1.0000000040005068,2.4511709904628074e-07,1.0,24,49.78723608863016,-2.8726785518663407,2.3944696191080566e-07,4.6929771366355784e-07,8.320907553039776e-07,24
conv3,baseline,best_validation,24,8,10,10.0,1,Layer_1,negative,4.579764960337061e-07,4.5797649786547595e-07,1.1225651929226694e-13,0.9999999960002973,2.451141484671571e-07,1.0,24,49.78723608863016,-2.8726785518663407,2.3945239425280105e-07,4.692977103520398e-07,8.320972700886078e-07,24
conv3,baseline,best_validation,24,8,10,10.0,2,Layer_2,positive,2.4431402816213997e-06,2.4431402806435853e-06,9.98181186374646e-14,1.0000000004002285,4.0856482711328376e-08,1.0,24,20.536654257136117,-0.8164204860727523,3.920890164321235e-08,7.544146103310547e-08,1.4420424911455495e-07,24
conv3,baseline,best_validation,24,8,10,10.0,2,Layer_2,negative,2.443161210989329e-06,2.4431612119669514e-06,9.98181186374646e-14,0.9999999995998534,4.0856132681110536e-08,1.0,24,20.536654257136117,-0.8164204860727523,3.920914256632847e-08,7.544146356855134e-08,1.442073925001517e-07,24
conv3,baseline,best_validation,24,8,10,10.0,3,Layer_3,positive,4.49925147904159e-05,4.499251479022212e-05,4.8016165160570747e-14,1.000000000004307,1.067203408932495e-09,1.0,24,1.413849392086713,-0.19783606568814976,1.0973124681034807e-09,1.6944319028654214e-09,2.8209179440015376e-09,24
conv3,baseline,best_validation,24,8,10,10.0,3,Layer_3,negative,4.499350357324388e-05,4.499350357343764e-05,4.8016165160570747e-14,0.9999999999956936,1.0671799559285168e-09,1.0,24,1.413849392086713,-0.19783606568814976,1.097312448267888e-09,1.6944319819915244e-09,2.820918246626651e-09,24
conv3,baseline,best_validation,24,8,10,10.0,4,Layer_4,positive,0.0020441672078816745,0.002044167207881423,1.0721963514088072e-14,1.000000000000123,5.245149943091165e-12,1.0,24,0.3508556550602575,-0.16419462920269132,5.389432498812698e-12,8.597244572678065e-12,9.093303624828036e-12,24
conv3,baseline,best_validation,24,8,10,10.0,4,Layer_4,negative,0.0020441681126774493,0.0020441681126777012,1.0721963514088072e-14,0.9999999999998768,5.245147621465993e-12,1.0,24,0.3508556550602575,-0.16419462920269132,5.389432089192834e-12,8.59724458225877e-12,9.093303624827938e-12,24
conv3,legacy,reconstructed_initialization,24,8,0.001,2.44140625e-07,1,Layer_1,positive,3.110148444396888e-09,3.110148444395809e-09,3.549662550950593e-17,1.000000000000347,1.1413161186395289e-08,1.0,24,6.826719202548934,-0.004508255231187308,1.0747473682629936e-08,1.507524815235902e-08,2.039910790918058e-08,0
conv3,legacy,reconstructed_initialization,24,8,0.001,2.44140625e-07,1,Layer_1,negative,3.1104959529023136e-09,3.1104959529033203e-09,3.549662550950593e-17,0.9999999999996764,1.1411886093718776e-08,1.0,24,6.826719202548934,-0.004508255231187308,1.074118314912691e-08,1.506829907416374e-08,2.0390236414439184e-08,0
conv3,legacy,reconstructed_initialization,24,8,0.001,2.44140625e-07,2,Layer_2,positive,5.8174480705019836e-08,5.817448070503863e-08,1.7537581967312776e-17,0.9999999999996769,3.014652087095262e-10,1.0,24,0.4142620919781587,-0.011079912453255491,2.9789379685523257e-10,3.4783504792256855e-10,3.8566495958833114e-10,0
conv3,legacy,reconstructed_initialization,24,8,0.001,2.44140625e-07,2,Layer_2,negative,5.817716295143933e-08,5.817716295142037e-08,1.7537581967312776e-17,1.000000000000326,3.0145130971678987e-10,1.0,24,0.4142620919781587,-0.011079912453255491,2.9787832145797756e-10,3.4781983861175716e-10,3.8550362543525073e-10,0
conv3,legacy,reconstructed_initialization,24,8,0.001,2.44140625e-07,3,Layer_3,positive,1.2250982762160191e-05,1.2250982762160145e-05,5.601613829903953e-17,1.0000000000000038,4.572379162270776e-12,1.0,24,0.37155325304301007,0.026430218561542002,4.479334296750307e-12,5.527021782012903e-12,6.367982966452554e-12,0
conv3,legacy,reconstructed_initialization,24,8,0.001,2.44140625e-07,3,Layer_3,negative,1.2251009242365487e-05,1.225100924236553e-05,5.601613829903953e-17,0.9999999999999966,4.572369279204254e-12,1.0,24,0.37155325304301007,0.026430218561542002,4.479351789093482e-12,5.526949708725553e-12,6.368032163563424e-12,0
